[s],CH1[V]
5.6018E-03,-2.760E+00
5.6059E-03,-2.920E+00
5.6100E-03,-2.920E+00
5.6141E-03,-2.920E+00
5.6182E-03,-3.080E+00
5.6222E-03,-2.840E+00
5.6263E-03,-2.840E+00
5.6304E-03,-2.920E+00
5.6345E-03,-3.160E+00
5.6386E-03,-3.000E+00
5.6426E-03,-3.240E+00
5.6467E-03,-3.240E+00
5.6508E-03,-3.160E+00
5.6549E-03,-3.000E+00
5.6590E-03,-3.240E+00
5.6630E-03,-3.160E+00
5.6671E-03,-3.320E+00
5.6712E-03,-3.240E+00
5.6753E-03,-3.480E+00
5.6794E-03,-3.400E+00
5.6834E-03,-3.400E+00
5.6875E-03,-3.480E+00
5.6916E-03,-3.480E+00
5.6957E-03,-3.480E+00
5.6998E-03,-3.480E+00
5.7038E-03,-3.400E+00
5.7079E-03,-3.560E+00
5.7120E-03,-3.480E+00
5.7161E-03,-3.480E+00
5.7202E-03,-3.560E+00
5.7242E-03,-3.560E+00
5.7283E-03,-3.560E+00
5.7324E-03,-3.560E+00
5.7365E-03,-3.560E+00
5.7406E-03,-3.560E+00
5.7446E-03,-3.560E+00
5.7487E-03,-3.640E+00
5.7528E-03,-3.560E+00
5.7569E-03,-3.560E+00
5.7610E-03,-3.560E+00
5.7650E-03,-3.560E+00
5.7691E-03,-3.640E+00
5.7732E-03,-3.560E+00
5.7773E-03,-3.640E+00
5.7814E-03,-3.640E+00
5.7854E-03,-3.640E+00
5.7895E-03,-3.640E+00
5.7936E-03,-3.640E+00
5.7977E-03,-3.640E+00
5.8018E-03,-3.560E+00
5.8058E-03,-3.640E+00
5.8099E-03,-3.640E+00
5.8140E-03,-3.640E+00
5.8181E-03,-3.640E+00
5.8222E-03,-3.560E+00
5.8262E-03,-3.560E+00
5.8303E-03,-3.640E+00
5.8344E-03,-3.640E+00
5.8385E-03,-3.640E+00
5.8426E-03,-3.640E+00
5.8466E-03,-3.640E+00
5.8507E-03,-3.560E+00
5.8548E-03,-3.640E+00
5.8589E-03,-3.640E+00
5.8630E-03,-3.640E+00
5.8670E-03,-3.640E+00
5.8711E-03,-3.560E+00
5.8752E-03,-3.560E+00
5.8793E-03,-3.640E+00
5.8834E-03,-3.640E+00
5.8874E-03,-3.640E+00
5.8915E-03,-3.560E+00
5.8956E-03,-3.640E+00
5.8997E-03,-3.640E+00
5.9038E-03,-3.640E+00
5.9078E-03,-3.640E+00
5.9119E-03,-3.560E+00
5.9160E-03,-3.560E+00
5.9201E-03,-3.640E+00
5.9242E-03,-3.640E+00
5.9282E-03,-3.640E+00
5.9323E-03,-3.560E+00
5.9364E-03,-3.640E+00
5.9405E-03,-3.640E+00
5.9446E-03,-3.640E+00
5.9486E-03,-3.560E+00
5.9527E-03,-3.640E+00
5.9568E-03,-3.640E+00
5.9609E-03,-3.640E+00
5.9650E-03,-3.640E+00
5.9690E-03,-3.640E+00
5.9731E-03,-3.640E+00
5.9772E-03,-3.640E+00
5.9813E-03,-3.640E+00
5.9854E-03,-3.640E+00
5.9894E-03,-3.560E+00
5.9935E-03,-3.560E+00
5.9976E-03,-3.560E+00
6.0017E-03,-3.560E+00
6.0058E-03,-3.640E+00
6.0098E-03,-3.640E+00
6.0139E-03,-3.560E+00
6.0180E-03,-3.560E+00
6.0221E-03,-3.560E+00
6.0262E-03,-3.560E+00
6.0302E-03,-3.560E+00
6.0343E-03,-3.560E+00
6.0384E-03,-3.560E+00
6.0425E-03,-3.480E+00
6.0466E-03,-3.400E+00
6.0506E-03,-3.480E+00
6.0547E-03,-3.320E+00
6.0588E-03,-3.320E+00
6.0629E-03,-3.400E+00
6.0670E-03,-3.400E+00
6.0710E-03,-3.240E+00
6.0751E-03,-3.320E+00
6.0792E-03,-3.160E+00
6.0833E-03,-3.400E+00
6.0874E-03,-3.160E+00
6.0914E-03,-3.320E+00
6.0955E-03,-3.080E+00
6.0996E-03,-3.080E+00
6.1037E-03,-3.160E+00
6.1078E-03,-3.000E+00
6.1118E-03,-3.080E+00
6.1159E-03,-3.000E+00
6.1200E-03,-2.840E+00
6.1241E-03,-2.920E+00
6.1282E-03,-2.920E+00
6.1322E-03,-2.920E+00
6.1363E-03,-2.920E+00
6.1404E-03,-2.920E+00
6.1445E-03,-2.760E+00
6.1486E-03,-2.760E+00
6.1526E-03,-2.680E+00
6.1567E-03,-2.680E+00
6.1608E-03,-2.760E+00
6.1649E-03,-2.840E+00
6.1690E-03,-2.520E+00
6.1730E-03,-2.360E+00
6.1771E-03,-2.600E+00
6.1812E-03,-2.600E+00
6.1853E-03,-2.440E+00
6.1894E-03,-2.200E+00
6.1934E-03,-2.200E+00
6.1975E-03,-2.520E+00
6.2016E-03,-2.280E+00
6.2057E-03,-2.200E+00
6.2098E-03,-2.200E+00
6.2138E-03,-1.960E+00
6.2179E-03,-2.200E+00
6.2220E-03,-2.040E+00
6.2261E-03,-1.800E+00
6.2302E-03,-2.120E+00
6.2342E-03,-1.960E+00
6.2383E-03,-2.040E+00
6.2424E-03,-1.800E+00
6.2465E-03,-1.640E+00
6.2506E-03,-1.640E+00
6.2546E-03,-1.880E+00
6.2587E-03,-1.800E+00
6.2628E-03,-1.640E+00
6.2669E-03,-1.560E+00
6.2710E-03,-1.800E+00
6.2750E-03,-1.800E+00
6.2791E-03,-1.560E+00
6.2832E-03,-1.240E+00
6.2873E-03,-1.480E+00
6.2914E-03,-1.400E+00
6.2954E-03,-1.320E+00
6.2995E-03,-1.480E+00
6.3036E-03,-1.480E+00
6.3077E-03,-1.000E+00
6.3118E-03,-1.400E+00
6.3158E-03,-1.400E+00
6.3199E-03,-8.400E-01
6.3240E-03,-7.600E-01
6.3281E-03,-6.800E-01
6.3322E-03,-7.600E-01
6.3362E-03,-9.200E-01
6.3403E-03,-9.200E-01
6.3444E-03,-4.400E-01
6.3485E-03,-8.400E-01
6.3526E-03,-9.200E-01
6.3566E-03,-1.000E+00
6.3607E-03,-5.200E-01
6.3648E-03,-7.600E-01
6.3689E-03,-6.800E-01
6.3730E-03,-3.600E-01
6.3770E-03,-4.400E-01
6.3811E-03,-7.600E-01
6.3852E-03,-3.600E-01
6.3893E-03,-1.200E-01
6.3934E-03,-2.000E-01
6.3974E-03,-1.200E-01
6.4015E-03,-4.000E-02
6.4056E-03,-4.000E-02
6.4097E-03,2.000E-01
6.4138E-03,1.200E-01
6.4178E-03,2.000E-01
6.4219E-03,-1.200E-01
6.4260E-03,4.000E-02
6.4301E-03,1.200E-01
6.4342E-03,3.600E-01
6.4382E-03,2.800E-01
6.4423E-03,3.600E-01
6.4464E-03,2.800E-01
6.4505E-03,6.800E-01
6.4546E-03,4.400E-01
6.4586E-03,2.000E-01
6.4627E-03,8.400E-01
6.4668E-03,6.800E-01
6.4709E-03,6.000E-01
6.4750E-03,7.600E-01
6.4790E-03,1.080E+00
6.4831E-03,7.600E-01
6.4872E-03,1.080E+00
6.4913E-03,4.400E-01
6.4954E-03,1.000E+00
6.4994E-03,6.800E-01
6.5035E-03,8.400E-01
6.5076E-03,1.000E+00
6.5117E-03,1.080E+00
6.5158E-03,1.320E+00
6.5198E-03,1.080E+00
6.5239E-03,1.320E+00
6.5280E-03,1.240E+00
6.5321E-03,1.160E+00
6.5362E-03,9.200E-01
6.5402E-03,1.080E+00
6.5443E-03,1.400E+00
6.5484E-03,1.480E+00
6.5525E-03,1.640E+00
6.5566E-03,1.640E+00
6.5606E-03,1.400E+00
6.5647E-03,1.560E+00
6.5688E-03,1.800E+00
6.5729E-03,1.720E+00
6.5770E-03,1.880E+00
6.5810E-03,1.480E+00
6.5851E-03,1.880E+00
6.5892E-03,1.880E+00
6.5933E-03,1.960E+00
6.5974E-03,1.800E+00
6.6014E-03,1.880E+00
6.6055E-03,1.800E+00
6.6096E-03,1.880E+00
6.6137E-03,2.280E+00
6.6178E-03,2.360E+00
6.6218E-03,2.040E+00
6.6259E-03,1.880E+00
6.6300E-03,2.360E+00
6.6341E-03,1.800E+00
6.6382E-03,2.440E+00
6.6422E-03,2.360E+00
6.6463E-03,2.200E+00
6.6504E-03,2.680E+00
6.6545E-03,2.120E+00
6.6586E-03,2.440E+00
6.6626E-03,2.360E+00
6.6667E-03,2.520E+00
6.6708E-03,2.280E+00
6.6749E-03,2.360E+00
6.6790E-03,2.280E+00
6.6830E-03,2.680E+00
6.6871E-03,2.680E+00
6.6912E-03,2.920E+00
6.6953E-03,2.920E+00
6.6994E-03,2.840E+00
6.7034E-03,2.840E+00
6.7075E-03,2.760E+00
6.7116E-03,2.920E+00
6.7157E-03,3.000E+00
6.7198E-03,3.000E+00
6.7238E-03,3.080E+00
6.7279E-03,3.000E+00
6.7320E-03,3.000E+00
6.7361E-03,2.920E+00
6.7402E-03,3.160E+00
6.7442E-03,3.080E+00
6.7483E-03,3.000E+00
6.7524E-03,3.080E+00
6.7565E-03,3.080E+00
6.7606E-03,3.080E+00
6.7646E-03,3.080E+00
6.7687E-03,3.160E+00
6.7728E-03,3.080E+00
6.7769E-03,3.080E+00
6.7810E-03,3.160E+00
6.7850E-03,3.160E+00
6.7891E-03,3.160E+00
6.7932E-03,3.160E+00
6.7973E-03,3.240E+00
6.8014E-03,3.080E+00
6.8054E-03,3.240E+00
6.8095E-03,3.160E+00
6.8136E-03,3.320E+00
6.8177E-03,3.160E+00
6.8218E-03,3.240E+00
6.8258E-03,3.240E+00
6.8299E-03,3.320E+00
6.8340E-03,3.320E+00
6.8381E-03,3.320E+00
6.8422E-03,3.400E+00
6.8462E-03,3.400E+00
6.8503E-03,3.400E+00
6.8544E-03,3.400E+00
6.8585E-03,3.400E+00
6.8626E-03,3.400E+00
6.8666E-03,3.480E+00
6.8707E-03,3.400E+00
6.8748E-03,3.400E+00
6.8789E-03,3.480E+00
6.8830E-03,3.480E+00
6.8870E-03,3.480E+00
6.8911E-03,3.400E+00
6.8952E-03,3.480E+00
6.8993E-03,3.480E+00
6.9034E-03,3.400E+00
6.9074E-03,3.480E+00
6.9115E-03,3.480E+00
6.9156E-03,3.480E+00
6.9197E-03,3.480E+00
6.9238E-03,3.480E+00
6.9278E-03,3.480E+00
6.9319E-03,3.480E+00
6.9360E-03,3.480E+00
6.9401E-03,3.400E+00
6.9442E-03,3.480E+00
6.9482E-03,3.480E+00
6.9523E-03,3.400E+00
6.9564E-03,3.480E+00
6.9605E-03,3.480E+00
6.9646E-03,3.480E+00
6.9686E-03,3.480E+00
6.9727E-03,3.480E+00
6.9768E-03,3.480E+00
6.9809E-03,3.480E+00
6.9850E-03,3.480E+00
6.9890E-03,3.480E+00
6.9931E-03,3.480E+00
6.9972E-03,3.480E+00
7.0013E-03,3.480E+00
7.0054E-03,3.480E+00
7.0094E-03,3.480E+00
7.0135E-03,3.480E+00
7.0176E-03,3.480E+00
7.0217E-03,3.480E+00
7.0258E-03,3.480E+00
7.0298E-03,3.480E+00
7.0339E-03,3.400E+00
7.0380E-03,3.400E+00
7.0421E-03,3.400E+00
7.0462E-03,3.400E+00
7.0502E-03,3.400E+00
7.0543E-03,3.320E+00
7.0584E-03,3.320E+00
7.0625E-03,3.320E+00
7.0666E-03,3.320E+00
7.0706E-03,3.320E+00
7.0747E-03,3.320E+00
7.0788E-03,3.240E+00
7.0829E-03,3.160E+00
7.0870E-03,3.240E+00
7.0910E-03,3.240E+00
7.0951E-03,3.080E+00
7.0992E-03,3.080E+00
7.1033E-03,3.000E+00
7.1074E-03,3.080E+00
7.1114E-03,3.080E+00
7.1155E-03,3.160E+00
7.1196E-03,3.080E+00
7.1237E-03,2.760E+00
7.1278E-03,3.000E+00
7.1318E-03,3.000E+00
7.1359E-03,2.920E+00
7.1400E-03,2.840E+00
7.1441E-03,2.840E+00
7.1482E-03,2.920E+00
7.1522E-03,2.760E+00
7.1563E-03,3.000E+00
7.1604E-03,3.000E+00
7.1645E-03,2.520E+00
7.1686E-03,2.920E+00
7.1726E-03,2.920E+00
7.1767E-03,2.760E+00
7.1808E-03,2.280E+00
7.1849E-03,2.200E+00
7.1890E-03,2.520E+00
7.1930E-03,2.440E+00
7.1971E-03,2.520E+00
7.2012E-03,2.520E+00
7.2053E-03,2.520E+00
7.2094E-03,2.440E+00
7.2134E-03,2.440E+00
7.2175E-03,2.600E+00
7.2216E-03,2.280E+00
7.2257E-03,2.600E+00
7.2298E-03,2.360E+00
7.2338E-03,2.040E+00
7.2379E-03,2.040E+00
7.2420E-03,2.200E+00
7.2461E-03,2.360E+00
7.2502E-03,2.040E+00
7.2542E-03,2.200E+00
7.2583E-03,2.200E+00
7.2624E-03,2.040E+00
7.2665E-03,1.880E+00
7.2706E-03,1.960E+00
7.2746E-03,1.960E+00
7.2787E-03,1.480E+00
7.2828E-03,1.880E+00
7.2869E-03,1.640E+00
7.2910E-03,1.880E+00
7.2950E-03,1.880E+00
7.2991E-03,1.880E+00
7.3032E-03,1.320E+00
7.3073E-03,1.480E+00
7.3114E-03,1.640E+00
7.3154E-03,1.560E+00
7.3195E-03,1.560E+00
7.3236E-03,1.400E+00
7.3277E-03,1.480E+00
7.3318E-03,1.400E+00
7.3358E-03,1.240E+00
7.3399E-03,1.320E+00
7.3440E-03,1.320E+00
7.3481E-03,1.000E+00
7.3522E-03,1.160E+00
7.3562E-03,1.080E+00
7.3603E-03,1.240E+00
7.3644E-03,1.400E+00
7.3685E-03,8.400E-01
7.3726E-03,9.200E-01
7.3766E-03,6.000E-01
7.3807E-03,8.400E-01
7.3848E-03,8.400E-01
7.3889E-03,3.600E-01
7.3930E-03,6.800E-01
7.3970E-03,6.800E-01
7.4011E-03,3.600E-01
7.4052E-03,6.000E-01
7.4093E-03,5.200E-01
7.4134E-03,2.800E-01
7.4174E-03,2.800E-01
7.4215E-03,5.200E-01
7.4256E-03,6.000E-01
7.4297E-03,2.000E-01
7.4338E-03,1.200E-01
7.4378E-03,-1.200E-01
7.4419E-03,2.000E-01
7.4460E-03,2.000E-01
7.4501E-03,-4.000E-02
7.4542E-03,4.000E-02
7.4582E-03,-2.000E-01
7.4623E-03,-2.000E-01
7.4664E-03,-1.200E-01
7.4705E-03,-2.000E-01
7.4746E-03,-4.000E-02
7.4786E-03,-8.400E-01
7.4827E-03,-2.000E-01
7.4868E-03,-5.200E-01
7.4909E-03,-2.000E-01
7.4950E-03,-6.800E-01
7.4990E-03,-5.200E-01
7.5031E-03,-3.600E-01
7.5072E-03,-5.200E-01
7.5113E-03,-4.400E-01
7.5154E-03,-8.400E-01
7.5194E-03,-1.000E+00
7.5235E-03,-9.200E-01
7.5276E-03,-8.400E-01
7.5317E-03,-6.000E-01
7.5358E-03,-1.080E+00
7.5398E-03,-1.000E+00
7.5439E-03,-1.160E+00
7.5480E-03,-1.080E+00
7.5521E-03,-1.160E+00
7.5562E-03,-1.480E+00
7.5602E-03,-1.080E+00
7.5643E-03,-1.320E+00
7.5684E-03,-1.560E+00
7.5725E-03,-1.240E+00
7.5766E-03,-1.160E+00
7.5806E-03,-1.720E+00
7.5847E-03,-1.560E+00
7.5888E-03,-1.160E+00
7.5929E-03,-1.480E+00
7.5970E-03,-1.560E+00
7.6010E-03,-1.640E+00
7.6051E-03,-1.720E+00
7.6092E-03,-1.720E+00
7.6133E-03,-1.640E+00
7.6174E-03,-2.040E+00
7.6214E-03,-1.720E+00
7.6255E-03,-1.880E+00
7.6296E-03,-1.960E+00
7.6337E-03,-1.960E+00
7.6378E-03,-1.960E+00
7.6418E-03,-2.120E+00
7.6459E-03,-2.120E+00
7.6500E-03,-2.120E+00
7.6541E-03,-2.280E+00
7.6582E-03,-2.120E+00
7.6622E-03,-2.120E+00
7.6663E-03,-2.280E+00
7.6704E-03,-2.440E+00
7.6745E-03,-2.440E+00
7.6786E-03,-2.520E+00
7.6826E-03,-2.520E+00
7.6867E-03,-2.520E+00
7.6908E-03,-2.520E+00
7.6949E-03,-2.440E+00
7.6990E-03,-2.680E+00
7.7030E-03,-2.600E+00
7.7071E-03,-2.520E+00
7.7112E-03,-2.600E+00
7.7153E-03,-2.760E+00
7.7194E-03,-2.760E+00
7.7234E-03,-2.760E+00
7.7275E-03,-2.920E+00
7.7316E-03,-2.840E+00
7.7357E-03,-2.840E+00
7.7398E-03,-3.000E+00
7.7438E-03,-2.920E+00
7.7479E-03,-3.000E+00
7.7520E-03,-3.000E+00
7.7561E-03,-3.080E+00
7.7602E-03,-3.080E+00
7.7642E-03,-3.080E+00
7.7683E-03,-3.080E+00
7.7724E-03,-2.840E+00
7.7765E-03,-3.320E+00
7.7806E-03,-3.240E+00
7.7846E-03,-3.240E+00
7.7887E-03,-3.400E+00
7.7928E-03,-3.480E+00
7.7969E-03,-3.320E+00
7.8010E-03,-3.320E+00
7.8050E-03,-3.400E+00
7.8091E-03,-3.320E+00
7.8132E-03,-3.400E+00
7.8173E-03,-3.480E+00
7.8214E-03,-3.400E+00
7.8254E-03,-3.480E+00
7.8295E-03,-3.480E+00
7.8336E-03,-3.480E+00
7.8377E-03,-3.480E+00
7.8418E-03,-3.560E+00
7.8458E-03,-3.560E+00
7.8499E-03,-3.560E+00
7.8540E-03,-3.560E+00
7.8581E-03,-3.560E+00
7.8622E-03,-3.560E+00
7.8662E-03,-3.560E+00
7.8703E-03,-3.560E+00
7.8744E-03,-3.560E+00
7.8785E-03,-3.560E+00
7.8826E-03,-3.640E+00
7.8866E-03,-3.640E+00
7.8907E-03,-3.560E+00
7.8948E-03,-3.560E+00
7.8989E-03,-3.560E+00
7.9030E-03,-3.560E+00
7.9070E-03,-3.640E+00
7.9111E-03,-3.560E+00
7.9152E-03,-3.640E+00
7.9193E-03,-3.640E+00
7.9234E-03,-3.560E+00
7.9274E-03,-3.560E+00
7.9315E-03,-3.560E+00
7.9356E-03,-3.640E+00
7.9397E-03,-3.640E+00
7.9438E-03,-3.640E+00
7.9478E-03,-3.640E+00
7.9519E-03,-3.640E+00
7.9560E-03,-3.560E+00
7.9601E-03,-3.640E+00
7.9642E-03,-3.640E+00
7.9682E-03,-3.640E+00
7.9723E-03,-3.640E+00
7.9764E-03,-3.560E+00
7.9805E-03,-3.640E+00
7.9846E-03,-3.640E+00
7.9886E-03,-3.640E+00
7.9927E-03,-3.640E+00
7.9968E-03,-3.560E+00
8.0009E-03,-3.640E+00
8.0050E-03,-3.640E+00
8.0090E-03,-3.640E+00
8.0131E-03,-3.640E+00
8.0172E-03,-3.640E+00
8.0213E-03,-3.640E+00
8.0254E-03,-3.560E+00
8.0294E-03,-3.640E+00
8.0335E-03,-3.640E+00
8.0376E-03,-3.640E+00
8.0417E-03,-3.640E+00
8.0458E-03,-3.560E+00
8.0498E-03,-3.640E+00
8.0539E-03,-3.640E+00
8.0580E-03,-3.640E+00
8.0621E-03,-3.640E+00
8.0662E-03,-3.640E+00
8.0702E-03,-3.640E+00
8.0743E-03,-3.640E+00
8.0784E-03,-3.640E+00
8.0825E-03,-3.640E+00
8.0866E-03,-3.640E+00
8.0906E-03,-3.640E+00
8.0947E-03,-3.560E+00
8.0988E-03,-3.640E+00
8.1029E-03,-3.560E+00
8.1070E-03,-3.640E+00
8.1110E-03,-3.560E+00
8.1151E-03,-3.640E+00
8.1192E-03,-3.640E+00
8.1233E-03,-3.560E+00
8.1274E-03,-3.640E+00
8.1314E-03,-3.560E+00
8.1355E-03,-3.560E+00
8.1396E-03,-3.560E+00
8.1437E-03,-3.560E+00
8.1478E-03,-3.560E+00
8.1518E-03,-3.560E+00
8.1559E-03,-3.560E+00
8.1600E-03,-3.560E+00
8.1641E-03,-3.480E+00
8.1682E-03,-3.480E+00
8.1722E-03,-3.480E+00
8.1763E-03,-3.480E+00
8.1804E-03,-3.320E+00
8.1845E-03,-3.320E+00
8.1886E-03,-3.240E+00
8.1926E-03,-3.400E+00
8.1967E-03,-3.480E+00
8.2008E-03,-3.320E+00
8.2049E-03,-3.160E+00
8.2090E-03,-3.320E+00
8.2130E-03,-3.160E+00
8.2171E-03,-3.160E+00
8.2212E-03,-3.160E+00
8.2253E-03,-3.000E+00
8.2294E-03,-3.080E+00
8.2334E-03,-3.160E+00
8.2375E-03,-3.160E+00
8.2416E-03,-3.160E+00
8.2457E-03,-3.080E+00
8.2498E-03,-2.920E+00
8.2538E-03,-3.000E+00
8.2579E-03,-2.920E+00
8.2620E-03,-2.760E+00
8.2661E-03,-2.760E+00
8.2702E-03,-2.840E+00
8.2742E-03,-2.760E+00
8.2783E-03,-2.680E+00
8.2824E-03,-2.520E+00
8.2865E-03,-2.680E+00
8.2906E-03,-2.440E+00
8.2946E-03,-2.600E+00
8.2987E-03,-2.520E+00
8.3028E-03,-2.520E+00
8.3069E-03,-2.440E+00
8.3110E-03,-2.520E+00
8.3150E-03,-2.440E+00
8.3191E-03,-2.120E+00
8.3232E-03,-2.360E+00
8.3273E-03,-2.360E+00
8.3314E-03,-2.360E+00
8.3354E-03,-2.120E+00
8.3395E-03,-2.440E+00
8.3436E-03,-2.040E+00
8.3477E-03,-2.200E+00
8.3518E-03,-1.880E+00
8.3558E-03,-2.040E+00
8.3599E-03,-2.120E+00
8.3640E-03,-1.800E+00
8.3681E-03,-1.880E+00
8.3722E-03,-2.040E+00
8.3762E-03,-1.880E+00
8.3803E-03,-1.640E+00
8.3844E-03,-1.480E+00
8.3885E-03,-1.560E+00
8.3926E-03,-1.800E+00
8.3966E-03,-1.560E+00
8.4007E-03,-1.800E+00
8.4048E-03,-1.480E+00
8.4089E-03,-1.480E+00
8.4130E-03,-1.480E+00
8.4170E-03,-1.640E+00
8.4211E-03,-1.560E+00
8.4252E-03,-1.240E+00
8.4293E-03,-1.240E+00
8.4334E-03,-1.320E+00
8.4374E-03,-1.000E+00
8.4415E-03,-1.080E+00
8.4456E-03,-1.000E+00
8.4497E-03,-1.000E+00
8.4538E-03,-9.200E-01
8.4578E-03,-8.400E-01
8.4619E-03,-7.600E-01
8.4660E-03,-7.600E-01
8.4701E-03,-1.000E+00
8.4742E-03,-9.200E-01
8.4782E-03,-6.800E-01
8.4823E-03,-7.600E-01
8.4864E-03,-6.000E-01
8.4905E-03,-6.000E-01
8.4946E-03,-4.400E-01
8.4986E-03,-5.200E-01
8.5027E-03,-4.400E-01
8.5068E-03,-2.800E-01
8.5109E-03,-5.200E-01
8.5150E-03,2.000E-01
8.5190E-03,4.000E-02
8.5231E-03,-2.000E-01
8.5272E-03,-1.200E-01
8.5313E-03,-4.000E-02
8.5354E-03,-4.000E-02
8.5394E-03,1.200E-01
8.5435E-03,-1.200E-01
8.5476E-03,4.000E-02
8.5517E-03,1.200E-01
8.5558E-03,1.200E-01
8.5598E-03,2.000E-01
8.5639E-03,4.400E-01
8.5680E-03,2.000E-01
8.5721E-03,6.800E-01
8.5762E-03,2.000E-01
8.5802E-03,5.200E-01
8.5843E-03,2.000E-01
8.5884E-03,6.000E-01
8.5925E-03,6.000E-01
8.5966E-03,5.200E-01
8.6006E-03,9.200E-01
8.6047E-03,1.080E+00
8.6088E-03,5.200E-01
8.6129E-03,9.200E-01
8.6170E-03,1.160E+00
8.6210E-03,9.200E-01
8.6251E-03,1.080E+00
8.6292E-03,6.000E-01
8.6333E-03,1.240E+00
8.6374E-03,1.000E+00
8.6414E-03,1.160E+00
8.6455E-03,1.000E+00
8.6496E-03,1.160E+00
8.6537E-03,8.400E-01
8.6578E-03,1.400E+00
8.6618E-03,1.560E+00
8.6659E-03,1.160E+00
8.6700E-03,1.240E+00
8.6741E-03,1.240E+00
8.6782E-03,1.400E+00
8.6822E-03,1.640E+00
8.6863E-03,1.960E+00
8.6904E-03,1.560E+00
8.6945E-03,1.880E+00
8.6986E-03,1.640E+00
8.7026E-03,1.560E+00
8.7067E-03,1.880E+00
8.7108E-03,1.960E+00
8.7149E-03,1.960E+00
8.7190E-03,1.960E+00
8.7230E-03,2.200E+00
8.7271E-03,2.280E+00
8.7312E-03,1.800E+00
8.7353E-03,2.040E+00
8.7394E-03,1.640E+00
8.7434E-03,2.040E+00
8.7475E-03,2.200E+00
8.7516E-03,1.880E+00
8.7557E-03,2.120E+00
8.7598E-03,2.280E+00
8.7638E-03,2.280E+00
8.7679E-03,2.280E+00
8.7720E-03,2.520E+00
8.7761E-03,2.760E+00
8.7802E-03,2.200E+00
8.7842E-03,2.440E+00
8.7883E-03,2.280E+00
8.7924E-03,2.680E+00
8.7965E-03,2.680E+00
8.8006E-03,2.280E+00
8.8046E-03,2.120E+00
8.8087E-03,2.760E+00
8.8128E-03,2.600E+00
8.8169E-03,2.840E+00
8.8210E-03,2.600E+00
8.8250E-03,3.000E+00
8.8291E-03,2.600E+00
8.8332E-03,2.920E+00
8.8373E-03,3.000E+00
8.8414E-03,2.760E+00
8.8454E-03,3.080E+00
8.8495E-03,2.920E+00
8.8536E-03,2.920E+00
8.8577E-03,3.160E+00
8.8618E-03,3.080E+00
8.8658E-03,3.080E+00
8.8699E-03,3.080E+00
8.8740E-03,3.080E+00
8.8781E-03,3.080E+00
8.8822E-03,3.080E+00
8.8862E-03,3.080E+00
8.8903E-03,3.080E+00
8.8944E-03,3.080E+00
8.8985E-03,3.080E+00
8.9026E-03,3.000E+00
8.9066E-03,3.080E+00
8.9107E-03,3.080E+00
8.9148E-03,3.080E+00
8.9189E-03,3.080E+00
8.9230E-03,3.080E+00
8.9270E-03,3.240E+00
8.9311E-03,3.240E+00
8.9352E-03,3.320E+00
8.9393E-03,3.160E+00
8.9434E-03,3.240E+00
8.9474E-03,3.320E+00
8.9515E-03,3.320E+00
8.9556E-03,3.160E+00
8.9597E-03,3.320E+00
8.9638E-03,3.320E+00
8.9678E-03,3.400E+00
8.9719E-03,3.320E+00
8.9760E-03,3.400E+00
8.9801E-03,3.400E+00
8.9842E-03,3.400E+00
8.9882E-03,3.400E+00
8.9923E-03,3.400E+00
8.9964E-03,3.480E+00
9.0005E-03,3.480E+00
9.0046E-03,3.480E+00
9.0086E-03,3.400E+00
9.0127E-03,3.400E+00
9.0168E-03,3.480E+00
9.0209E-03,3.400E+00
9.0250E-03,3.480E+00
9.0290E-03,3.480E+00
9.0331E-03,3.480E+00
9.0372E-03,3.400E+00
9.0413E-03,3.480E+00
9.0454E-03,3.480E+00
9.0494E-03,3.480E+00
9.0535E-03,3.480E+00
9.0576E-03,3.400E+00
9.0617E-03,3.400E+00
9.0658E-03,3.480E+00
9.0698E-03,3.400E+00
9.0739E-03,3.480E+00
9.0780E-03,3.400E+00
9.0821E-03,3.400E+00
9.0862E-03,3.480E+00
9.0902E-03,3.400E+00
9.0943E-03,3.480E+00
9.0984E-03,3.480E+00
9.1025E-03,3.480E+00
9.1066E-03,3.480E+00
9.1106E-03,3.400E+00
9.1147E-03,3.400E+00
9.1188E-03,3.400E+00
9.1229E-03,3.480E+00
9.1270E-03,3.480E+00
9.1310E-03,3.480E+00
9.1351E-03,3.480E+00
9.1392E-03,3.480E+00
9.1433E-03,3.400E+00
9.1474E-03,3.480E+00
9.1514E-03,3.480E+00
9.1555E-03,3.400E+00
9.1596E-03,3.400E+00
9.1637E-03,3.320E+00
9.1678E-03,3.400E+00
9.1718E-03,3.400E+00
9.1759E-03,3.400E+00
9.1800E-03,3.400E+00
9.1841E-03,3.240E+00
9.1882E-03,3.320E+00
9.1922E-03,3.320E+00
9.1963E-03,3.320E+00
9.2004E-03,3.160E+00
9.2045E-03,3.160E+00
9.2086E-03,3.080E+00
9.2126E-03,3.160E+00
9.2167E-03,3.160E+00
9.2208E-03,3.080E+00
9.2249E-03,3.080E+00
9.2290E-03,3.000E+00
9.2330E-03,3.000E+00
9.2371E-03,3.080E+00
9.2412E-03,3.080E+00
9.2453E-03,3.160E+00
9.2494E-03,3.080E+00
9.2534E-03,3.000E+00
9.2575E-03,3.000E+00
9.2616E-03,3.080E+00
9.2657E-03,2.760E+00
9.2698E-03,3.080E+00
9.2738E-03,3.080E+00
